age;workclass;Income;education;marital status;occupation;gender;hours per week;native country
25;Private;231638;HS-grad;Never-married;Adm-clerical;Female;40;United-States
46;Self-emp-inc;181413;Assoc-acdm;Married-civ-spouse;Exec-managerial;Female;40;United-States
26;Private;250038;Some-college;Married-civ-spouse;Adm-clerical;Male;40;United-States
42;Private;155972;HS-grad;Married-civ-spouse;Handlers-cleaners;Male;40;United-States
42;Private;29702;10th;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
28;Self-emp-not-inc;35032;Bachelors;Never-married;Exec-managerial;Male;50;United-States
30;Private;119422;Assoc-voc;Married-civ-spouse;Transport-moving;Male;40;United-States
30;Private;258170;HS-grad;Divorced;Adm-clerical;Female;40;United-States
22;Private;220603;Some-college;Never-married;Sales;Female;25;United-States
19;Private;378114;HS-grad;Married-civ-spouse;Craft-repair;Male;25;United-States
31;Private;172304;Some-college;Married-civ-spouse;Craft-repair;Male;50;United-States
28;Private;215955;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
46;Private;119939;11th;Married-civ-spouse;Craft-repair;Male;40;United-States
44;Private;209174;Bachelors;Married-civ-spouse;Exec-managerial;Male;70;United-States
36;Private;300373;10th;Divorced;Machine-op-inspct;Female;40;United-States
42;Private;231832;Some-college;Married-civ-spouse;Machine-op-inspct;Female;45;United-States
50;Private;107265;HS-grad;Married-civ-spouse;Transport-moving;Male;50;United-States
48;Private;195491;HS-grad;Divorced;Sales;Female;30;United-States
31;Private;197860;HS-grad;Never-married;Other-service;Male;40;United-States
52;Self-emp-not-inc;77336;Assoc-voc;Married-civ-spouse;Craft-repair;Male;40;United-States
28;Self-emp-not-inc;107458;HS-grad;Never-married;Craft-repair;Male;45;United-States
51;Local-gov;176813;Assoc-acdm;Married-civ-spouse;Prof-specialty;Male;60;United-States
30;Private;169583;Bachelors;Married-AF-spouse;Exec-managerial;Female;40;United-States
18;Private;150817;12th;Never-married;Protective-serv;Female;45;United-States
58;State-gov;299680;Masters;Married-civ-spouse;Adm-clerical;Male;43;United-States
33;Private;220939;HS-grad;Married-civ-spouse;Sales;Male;45;United-States
38;Self-emp-inc;66687;HS-grad;Married-civ-spouse;Exec-managerial;Male;50;Portugal
64;Private;187601;Some-college;Widowed;Adm-clerical;Female;40;United-States
25;Private;108779;Masters;Separated;Other-service;Female;40;United-States
29;State-gov;303446;Bachelors;Married-civ-spouse;Prof-specialty;Male;25;Nicaragua
25;Private;109609;Some-college;Never-married;Other-service;Male;25;United-States
56;Private;67153;Doctorate;Married-civ-spouse;Exec-managerial;Male;60;United-States
29;State-gov;133846;Some-college;Never-married;Other-service;Female;40;United-States
54;Private;457237;Masters;Married-civ-spouse;Sales;Male;40;United-States
28;Private;73037;10th;Never-married;Transport-moving;Male;30;United-States
65;Federal-gov;44807;Some-college;Married-civ-spouse;Adm-clerical;Male;48;United-States
61;Self-emp-not-inc;127198;HS-grad;Married-civ-spouse;Craft-repair;Male;40;Germany
59;State-gov;109567;Some-college;Married-civ-spouse;Exec-managerial;Male;40;United-States
45;Private;170846;Assoc-voc;Married-civ-spouse;Exec-managerial;Female;40;United-States
49;Private;160187;9th;Married-spouse-absent;Other-service;Female;16;Jamaica
25;Private;120238;11th;Married-civ-spouse;Transport-moving;Male;40;Poland
43;Local-gov;143046;Some-college;Divorced;Other-service;Female;20;United-States
52;Private;204322;Assoc-voc;Married-civ-spouse;Tech-support;Male;40;United-States
33;Private;323619;Some-college;Never-married;Adm-clerical;Female;40;United-States
26;Private;177720;Assoc-acdm;Divorced;Prof-specialty;Female;45;United-States
31;Private;93106;Assoc-voc;Never-married;Adm-clerical;Female;40;United-States
26;Private;383306;12th;Married-civ-spouse;Craft-repair;Male;40;United-States
29;Self-emp-not-inc;33798;HS-grad;Married-civ-spouse;Transport-moving;Male;45;United-States
44;Private;129100;11th;Separated;Other-service;Female;60;United-States
51;Private;202752;HS-grad;Never-married;Craft-repair;Male;40;United-States
65;Local-gov;200764;HS-grad;Divorced;Adm-clerical;Female;16;United-States
39;Private;144169;HS-grad;Married-civ-spouse;Sales;Male;50;United-States
36;Private;175360;Masters;Never-married;Adm-clerical;Male;50;United-States
26;Self-emp-not-inc;109609;Some-college;Separated;Craft-repair;Male;30;United-States
44;Self-emp-not-inc;157217;Bachelors;Never-married;Sales;Male;42;United-States
31;Private;102270;7th-8th;Divorced;Machine-op-inspct;Female;40;United-States
30;Private;143766;Some-college;Never-married;Craft-repair;Male;40;United-States
67;Self-emp-not-inc;178878;7th-8th;Married-civ-spouse;Farming-fishing;Male;12;United-States
41;Private;106679;Masters;Never-married;Exec-managerial;Male;50;United-States
25;Private;213412;Some-college;Married-civ-spouse;Sales;Male;40;United-States
35;Local-gov;433602;HS-grad;Never-married;Sales;Male;38;United-States
24;Private;124242;HS-grad;Never-married;Adm-clerical;Female;40;United-States
36;State-gov;77146;Masters;Never-married;Prof-specialty;Male;40;United-States
20;Private;186014;HS-grad;Never-married;Other-service;Female;38;United-States
21;Private;77572;HS-grad;Never-married;Handlers-cleaners;Female;34;South
35;Private;465326;Bachelors;Married-civ-spouse;Sales;Male;40;United-States
37;Private;314963;Some-college;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
51;Private;97180;HS-grad;Divorced;Other-service;Female;15;United-States
22;Self-emp-not-inc;199011;HS-grad;Never-married;Craft-repair;Male;20;United-States
29;Private;206351;Bachelors;Never-married;Prof-specialty;Male;40;United-States
59;Private;118358;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
38;Private;210438;HS-grad;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
35;Local-gov;160728;Masters;Married-civ-spouse;Prof-specialty;Male;45;United-States
32;Private;211349;10th;Married-civ-spouse;Transport-moving;Male;40;United-States
31;Private;113364;Assoc-acdm;Married-civ-spouse;Machine-op-inspct;Male;55;United-States
53;Private;47396;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
33;Private;243266;Masters;Married-civ-spouse;Exec-managerial;Male;40;Dominican-Republic
59;Private;194290;HS-grad;Married-civ-spouse;Farming-fishing;Male;48;United-States
45;Local-gov;37306;Bachelors;Married-civ-spouse;Prof-specialty;Male;45;United-States
65;State-gov;215908;HS-grad;Married-civ-spouse;Adm-clerical;Male;40;United-States
46;Private;171199;Bachelors;Divorced;Machine-op-inspct;Female;40;Puerto-Rico
23;Private;234663;HS-grad;Never-married;Machine-op-inspct;Male;40;United-States
60;Self-emp-not-inc;52900;HS-grad;Married-civ-spouse;Craft-repair;Male;42;United-States
22;Local-gov;289982;Bachelors;Never-married;Prof-specialty;Female;35;United-States
25;Private;632834;HS-grad;Never-married;Craft-repair;Male;40;United-States
48;Private;207540;Bachelors;Never-married;Craft-repair;Male;60;United-States
48;Private;75619;HS-grad;Divorced;Transport-moving;Male;60;United-States
39;State-gov;141420;Some-college;Married-civ-spouse;Protective-serv;Male;40;United-States
23;Private;311376;Assoc-voc;Never-married;Adm-clerical;Female;40;United-States
26;Private;414916;HS-grad;Never-married;Tech-support;Male;40;United-States
28;Private;129814;Some-college;Separated;Craft-repair;Male;50;United-States
53;Private;68684;HS-grad;Married-civ-spouse;Transport-moving;Male;40;United-States
25;Private;116044;HS-grad;Never-married;Tech-support;Male;40;United-States
45;Private;190115;Assoc-acdm;Divorced;Exec-managerial;Male;40;United-States
57;Federal-gov;135028;HS-grad;Separated;Adm-clerical;Female;35;United-States
46;Private;195023;HS-grad;Married-spouse-absent;Machine-op-inspct;Female;40;Columbia
31;Private;118551;9th;Divorced;Adm-clerical;Female;40;United-States
47;Private;849067;12th;Divorced;Handlers-cleaners;Male;40;United-States
59;Local-gov;196013;Bachelors;Married-civ-spouse;Prof-specialty;Male;40;United-States
56;State-gov;270859;Bachelors;Married-civ-spouse;Prof-specialty;Male;48;United-States
24;Private;300008;HS-grad;Married-civ-spouse;Adm-clerical;Female;40;United-States
62;Private;88579;HS-grad;Never-married;Adm-clerical;Female;38;United-States
38;Private;40955;Bachelors;Married-civ-spouse;Prof-specialty;Male;40;England
42;Private;98211;Bachelors;Married-civ-spouse;Exec-managerial;Male;45;United-States
31;Private;256609;HS-grad;Married-spouse-absent;Handlers-cleaners;Male;40;Mexico
26;Self-emp-not-inc;102476;HS-grad;Never-married;Craft-repair;Male;50;United-States
48;Private;107373;10th;Married-civ-spouse;Transport-moving;Male;40;United-States
26;Private;151551;Some-college;Separated;Sales;Male;48;United-States
36;Self-emp-inc;192251;Some-college;Married-civ-spouse;Sales;Female;15;United-States
40;Private;69730;HS-grad;Divorced;Exec-managerial;Female;40;United-States
28;Private;122540;10th;Divorced;Handlers-cleaners;Male;40;United-States
28;Private;155621;5th-6th;Never-married;Craft-repair;Male;40;Columbia
41;Private;201981;HS-grad;Divorced;Craft-repair;Male;40;United-States
51;State-gov;94174;Some-college;Divorced;Adm-clerical;Female;35;United-States
45;Local-gov;185399;Masters;Divorced;Prof-specialty;Female;55;United-States
32;Private;180871;11th;Married-civ-spouse;Craft-repair;Male;40;United-States
39;Private;229647;Bachelors;Never-married;Tech-support;Female;40;United-States
28;Private;263128;Some-college;Never-married;Adm-clerical;Female;60;United-States
25;Private;164488;Assoc-acdm;Never-married;Exec-managerial;Male;45;United-States
46;Self-emp-inc;168796;Bachelors;Married-civ-spouse;Sales;Male;55;United-States
45;Self-emp-not-inc;114396;Bachelors;Divorced;Prof-specialty;Male;35;United-States
58;Self-emp-not-inc;112076;Doctorate;Married-AF-spouse;Exec-managerial;Female;35;United-States
39;Private;247733;HS-grad;Divorced;Priv-house-serv;Female;16;United-States
40;Private;98466;11th;Married-civ-spouse;Craft-repair;Male;50;United-States
48;Private;216999;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
29;Private;142760;HS-grad;Never-married;Handlers-cleaners;Male;40;United-States
60;Private;238913;Bachelors;Married-civ-spouse;Sales;Male;46;United-States
54;Private;311020;HS-grad;Married-civ-spouse;Other-service;Male;50;United-States
39;Private;144638;Masters;Divorced;Prof-specialty;Female;45;United-States
18;Private;198614;11th;Never-married;Sales;Female;8;United-States
64;Private;210082;HS-grad;Widowed;Adm-clerical;Female;40;United-States
41;Self-emp-inc;153078;HS-grad;Married-civ-spouse;Exec-managerial;Male;70;South
25;Private;197303;Bachelors;Never-married;Prof-specialty;Female;40;United-States
21;Private;306114;HS-grad;Never-married;Other-service;Male;35;United-States
23;Private;368739;Bachelors;Never-married;Adm-clerical;Female;40;United-States
56;Federal-gov;156229;Bachelors;Married-civ-spouse;Exec-managerial;Male;40;United-States
26;Private;306225;Bachelors;Never-married;Exec-managerial;Female;40;Poland
39;State-gov;144860;Bachelors;Married-civ-spouse;Exec-managerial;Male;40;United-States
35;Self-emp-not-inc;98360;Bachelors;Married-civ-spouse;Prof-specialty;Male;40;United-States
53;Private;68898;Some-college;Married-civ-spouse;Tech-support;Male;40;United-States
40;Private;109217;11th;Married-civ-spouse;Craft-repair;Male;45;Mexico
37;Private;171150;HS-grad;Married-civ-spouse;Exec-managerial;Male;50;United-States
35;Private;295939;HS-grad;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
43;Private;75742;Some-college;Married-civ-spouse;Transport-moving;Male;45;United-States
21;Private;231931;Some-college;Never-married;Sales;Male;45;United-States
25;Private;193820;Bachelors;Never-married;Sales;Female;40;United-States
41;Private;69333;HS-grad;Married-civ-spouse;Craft-repair;Male;45;United-States
28;Private;113922;HS-grad;Separated;Transport-moving;Female;17;United-States
47;Self-emp-inc;337050;Some-college;Married-civ-spouse;Farming-fishing;Male;40;United-States
19;Private;318822;11th;Never-married;Priv-house-serv;Female;35;United-States
25;Private;121102;Assoc-acdm;Never-married;Tech-support;Female;30;United-States
36;Private;135293;Masters;Separated;Exec-managerial;Female;50;United-States
29;Private;86613;1st-4th;Never-married;Other-service;Male;20;El-Salvador
67;Self-emp-not-inc;36876;HS-grad;Married-civ-spouse;Farming-fishing;Male;55;United-States
53;Self-emp-not-inc;145419;1st-4th;Married-civ-spouse;Exec-managerial;Male;67;Italy
67;Private;140849;HS-grad;Widowed;Other-service;Female;24;United-States
20;Private;83141;HS-grad;Never-married;Machine-op-inspct;Male;53;United-States
26;Private;159732;HS-grad;Never-married;Machine-op-inspct;Male;52;United-States
43;Private;169383;Bachelors;Married-civ-spouse;Exec-managerial;Male;45;United-States
26;Private;269060;HS-grad;Never-married;Adm-clerical;Female;40;United-States
25;Private;316688;HS-grad;Never-married;Machine-op-inspct;Male;40;United-States
34;Private;177596;Assoc-voc;Married-civ-spouse;Exec-managerial;Female;40;Puerto-Rico
59;Self-emp-inc;170993;Prof-school;Divorced;Prof-specialty;Male;40;United-States
30;Private;231263;HS-grad;Married-civ-spouse;Sales;Male;40;United-States
34;Private;181372;11th;Married-civ-spouse;Other-service;Female;23;United-States
24;Private;216129;HS-grad;Never-married;Craft-repair;Male;50;United-States
25;Self-emp-not-inc;463667;HS-grad;Never-married;Other-service;Male;8;United-States
34;Self-emp-not-inc;34572;Assoc-voc;Married-civ-spouse;Exec-managerial;Male;60;United-States
55;Self-emp-not-inc;183580;Masters;Divorced;Exec-managerial;Male;45;United-States
67;Private;236627;Bachelors;Married-civ-spouse;Prof-specialty;Male;2;United-States
39;Private;115289;Some-college;Divorced;Sales;Male;70;United-States
27;Private;302406;Masters;Married-civ-spouse;Prof-specialty;Male;55;United-States
17;Private;218124;11th;Never-married;Sales;Female;20;United-States
24;Private;127139;Some-college;Never-married;Adm-clerical;Female;40;United-States
35;Private;132879;Some-college;Married-civ-spouse;Tech-support;Male;40;United-States
37;Local-gov;44694;Masters;Married-civ-spouse;Prof-specialty;Female;45;United-States
